ชื่อสาขา,ที่อยู่,ละติจูด,ลองจิจูด,คะแนนเฉลี่ย,จำนวนรีวิว,ลักษณะทำเล,ประเภทกลุ่มเป้าหมาย,จำนวนสาขาในรัศมี_2_กม,ระยะห่างจากสาขาใกล้สุด_กม,Place_ID
Café Amazon สาขา พอร์โต้โก บางปะอิน (SD2262),80 7 ตำบล คลองจิก อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.2013953,100.6072987,4.2,219,ไม่สามารถระบุได้,,1,0.18,ChIJHarszIR54jARaWl7gLjo0ZY
Café Amazonสาขาวงแหวนตะวันตก(ขาเข้า),58/8 ม.1 วงแหวนรอบนอกกรุงเทพมหานครฝั่งตะวันตก ตำบล บางกระบือ อำเภอสามโคก ปทุมธานี 12160 ประเทศไทย,14.1097671,100.5339384,4.0,12,ไม่สามารถระบุได้,,1,0.26,ChIJE6m3MYl_4jARD-tk-F2fTHY
Café amazon สาขามั่งมีนคร,86/20 คลองหนุ่ง ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0984112,100.6180518,4.6,34,ไม่สามารถระบุได้,,4,1.42,ChIJca3a0D1_4jARziubl-ilQTs
Café Amazon,5J3Q+WX6 ตำบล พยอม อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 12120 ประเทศไทย,14.154787,100.6398843,4.2,49,ไม่สามารถระบุได้,,0,2.41,ChIJbVe4rRKHHTER7IQsrseU6aA
Café Amazon,"3J72+W9X Thái Lan, ถนน คลองหลวง ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย",14.0649294,100.6010137,3.7,3,ไม่สามารถระบุได้,,8,0.61,ChIJbcXvNAB_4jARA7RvDqDhLgQ
คาเฟ่ อเมซอน,52/14 ถนน รังสิต-ปทุมธานี ตำบล บางปรอก อำเภอเมืองปทุมธานี ปทุมธานี 12000 ประเทศไทย,14.0304466,100.531845,4.1,168,ไม่สามารถระบุได้,,5,1.25,ChIJad3a8sqA4jAR-b_BDDU7p-8
Café Amazon บางพูน2 กม.7,138 26 ตำบล บ้านกลาง เมืองปทุม ปทุมธานี 12000 ประเทศไทย,14.0055561,100.5569004,4.3,6,ไม่สามารถระบุได้,นักช้อป,1,0.11,ChIJ3W6LIuiB4jARZwiGzewL9dk
คาเฟ่ อเมซอน,112 2 ตำบล เชียงรากน้อย อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.1399263,100.6155553,3.7,10,ไม่สามารถระบุได้,,6,0.23,ChIJ7wHwzZ944jARjBr1MXcpB3I
Café Amazon SIIT,โรงอาหารคณะวิศวกรรมศาสตร์ ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0691707,100.6074624,3.3,4,ไม่สามารถระบุได้,,10,0.28,ChIJv5z9Zdp_4jARLFJt8n8EZg4
Café Amazon สาขา อาคาร BIOTEC,"เลขที่ 113 อุทยานวิทยาศาสตร์ประเทศไทย ถ.พหลโยธิน ต.คลองหนึ่ง อ.คลองหลวง, ห้องโถง ชั้น 1, ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 10800 ประเทศไทย",14.078541,100.6010927,4.0,24,ไม่สามารถระบุได้,,8,0.28,ChIJVVVVVYGb4jARC9KSsj7hDvU
คาเฟ่ อเมซอน สาขาโลตัสนวนคร Café Amazom Lotus Navanakorn,98 ต 103 ถ. พหลโยธิน ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.120889,100.6172495,5.0,1,ไม่สามารถระบุได้,,7,0.74,ChIJVWlWNgB_4jARyOMZUiXyB9M
Café Amazon,5JPH+PHR ตำบล ลำไทร อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.1868682,100.6288762,4.3,226,ไม่สามารถระบุได้,,3,1.94,ChIJG90_H3mHHTERRjTk6i9zoY4
Café Amazon สาขา สน.ปตท. สาขา อยุธยา-บิ๊กคิง,"1/7 หมู่ 7 ต.เชียงรากน้อย อ.บางปะอิน จ.อยุธยา, ตำบล เชียงรากน้อย อยุธยา, จังหวัดพระนครศรีอยุธยา 13180 ประเทศไทย",14.1518036,100.6177587,3.9,34,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,5,0.72,ChIJ_____8944jARdGllboBfoKg
Café Amazon สาขา โลตัสปทุมธานี,2GCG+5HG โลตัส ตำบล บางปรอก อำเภอเมืองปทุมธานี ปทุมธานี 12000 ประเทศไทย,14.0204297,100.5264495,2.0,5,ไม่สามารถระบุได้,,6,0.38,ChIJOXoDczCH4jARLlwurNxDjKs
Café Amazon,469/3 หมู่13 ซอย นวนคร 1 ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.1157185,100.6057531,4.2,103,ไม่สามารถระบุได้,นักช้อป,4,0.93,ChIJ0W5V2Gh_4jARIIaNP_Bee38
Cafe Amazon PTT Station Korkerd,88 ต ตำบล เกาะเกิด อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.2058708,100.5465863,3.9,12,ไม่สามารถระบุได้,,0,3.71,ChIJFWrlRgB54jARVcwoUPNcS2Q
Café Amazon สาขา ปตท.รังสิตน้ำมันสยาม,17/19 หมู่ 4 ถ. พหลโยธิน ตำบลคลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0333031,100.6156205,3.9,96,ไม่สามารถระบุได้,นักช้อป,5,0.66,ChIJIQmNlR6A4jARBlXkpbpda1o
Café Amazon ซอยคุณพระ คลองหลวง 27,29/232 หมู่ที่ 6 คลองหลวง 27 คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0492876,100.613608,3.7,15,ไม่สามารถระบุได้,,4,0.65,ChIJWyswwkSB4jARdQQi91sK3zI
Café Amazon เคหะคลองหลวง,55 1 ซอย หมู่บ้านกฤษณาเฮ้าส์ คลองหนึ่ง ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.1253063,100.6257162,2.8,9,ไม่สามารถระบุได้,,7,1.04,ChIJ34FOfGyBHTERKnybbjmGLT0
Amazon Café Navanakorn - อเมซอน คาเฟ่ นวนคร,"เลขที่ 11, ตำบล เชียงรากน้อย อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13180 ประเทศไทย",14.1385441,100.6171343,5.0,1,ไม่สามารถระบุได้,,7,0.11,ChIJsUr4Hq9_4jARhMX0Efc4hR8
Café Amazon ไอยรา,"55/98,55/99 หมู่ที่9 ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย",14.092491,100.6052593,5.0,3,ไม่สามารถระบุได้,,3,1.53,ChIJRQIvfQd_4jARBmDxTNySwTU
คาเฟ่ อเมซอน นวนคร ไทยธานี,"73/6,8 หมู่19 ซอยไทยธานี9 ถนน หมู่บ้านไทยธานี ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย",14.1113242,100.5984321,4.4,64,ไม่สามารถระบุได้,,1,0.93,ChIJc0fVRup_4jARPHW-E1pts7s
Café Amazon สาขา1260(รพ.ธรรมศาสตร์),3JF8+H5F ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0739465,100.6154095,3.6,8,ไม่สามารถระบุได้,ผู้ป่วย/บุคลากรทางการแพทย์,10,0.38,ChIJyXmDyyB_4jAR39aT1bNUXUY
Café Amazon RM1433,5MX2+8QQ ตำบล ลำไทร อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.198343,100.6519749,4.0,41,ไม่สามารถระบุได้,,5,0.1,ChIJe4U-NqWHHTERoLnDbUAo_6w
คาเฟ่อเมซอนสาขาคอนโด,41/1 เคฟคอนโด (ตรงข้าม ม.กรุงเทพ คลองหนึ่ง ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0391228,100.6168601,4.6,5,ไม่สามารถระบุได้,,4,0.54,ChIJN7Hou5KB4jARN7IHZ6fV3N4
Café Amazon โรงพยาบาลปทุมธานี,"7 ถนน ปทุมธานี - ลาดหลุมแก้ว, ตำบล บางปรอก อำเภอเมืองปทุมธานี ปทุมธานี 12000 ประเทศไทย",14.0209662,100.5231659,4.0,2,ไม่สามารถระบุได้,ผู้ป่วย/บุคลากรทางการแพทย์,7,0.36,ChIJB5IUBgCH4jARjmnNkHHfFWI
Café Amazon โบตานีคลองหลวง,3J8V+4G5 ตำบล คลองสอง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0652566,100.6438459,4.0,33,ไม่สามารถระบุได้,,2,1.06,ChIJO8EL8zOBHTERLymf8jBMbKg
Café Amazon for Chance ปทุมธานี,"29, 4 ถนน ปทุมสัมพันธ์ ตำบล บางปรอก อำเภอเมืองปทุมธานี ปทุมธานี 12000 ประเทศไทย",14.0184774,100.5324849,2.0,1,ไม่สามารถระบุได้,,5,0.69,ChIJBT4kTQCB4jARjVyZF2mOR1c
Café Amazon อยุธยา-วังน้อย กม.57 ขาออก,5MX2+JG9 ขาออก ถ. พหลโยธิน ตำบล ลำไทร อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.1990259,100.6513621,4.3,16,ไม่สามารถระบุได้,,5,0.1,ChIJ7ZzlI7qHHTERlteBzdeUY5I
Cafe Amazon พหลโยธิน กม.40,3J69+G4F คลองหนึ่ง ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0613034,100.6177948,2.0,1,ไม่สามารถระบุได้,นักช้อป,9,0.97,ChIJ4XNzfQB_4jARKNHBqMVI214
Café Amazon 24 ชั่วโมง,198 ทางคู่ขนาน ถ. พหลโยธิน ตำบล ลำไทร อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.1937393,100.6453815,4.0,15,ไม่สามารถระบุได้,,5,0.11,ChIJz_uDcMWHHTERs3JohV_rGA8
คาเฟ่ อเมซอน ตลาดพระอินทร์ราชา,99 102 ม.7 ตำบล เชียงรากน้อย อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13180 ประเทศไทย,14.1453856,100.6164541,4.8,4,ไม่สามารถระบุได้,,5,0.61,ChIJ87ahv0J54jARdaa80Cf6v2Y
Café Amazon,95 หมู่ที่ 4 ถ. เลียบคลองสาม ตำบล คลองสาม อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0418994,100.6633603,4.2,41,ไม่สามารถระบุได้,,0,2.56,ChIJJwgeMWx_HTER_0xCYceSpSk
Amazon Cafe - PTT Station คลองสาม-คลองหลวง,91 หมู่ 7 ตำบล คลองสาม อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0649977,100.6618388,4.4,61,ไม่สามารถระบุได้,นักช้อป,2,1.26,ChIJbf0SoDOAHTER1NFvHAJQz48
Café Amazon,3MHW+9GQ ตำบล คลองสี่ อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0784546,100.6963682,4.0,71,ไม่สามารถระบุได้,,1,1.71,ChIJ4XI6pZGBHTERLRZDLa6xfgc
Café Amazon,100 หมู่3 ถ. พหลโยธิน ตำบล ลำไทร อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.204505,100.6618565,4.2,326,ไม่สามารถระบุได้,,2,1.27,ChIJV-E0fbSHHTERqf8oCGNhbNQ
คาเฟ่ อเมซอน ปตท. คลองสี่ ฝั่งคลองหลวง กม.6,3M8F+W8J ตำบล คลองสาม อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.067326,100.6732764,4.2,106,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.26,ChIJl2HHKUmBHTERo3aGfWG7vLY
Café Amazon ปตท.คลองห้า,3PM6+MCG 333 ตำบล คลองห้า อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0841954,100.7110645,4.4,270,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.71,ChIJ70EEcqqDHTERMGUmF_MknHE
Café Amazon Midtown Avenue Rangsit,39 8 ถนนรังสิต - นครนายก ตำบล บึงยี่โถ อำเภอธัญบุรี ปทุมธานี 12130 ประเทศไทย,14.0053852,100.6983634,4.5,36,ไม่สามารถระบุได้,,2,1.55,ChIJE2v2IXN_HTER8QLp_e_hab0
Café Amazon สาขา ตลาดคลองสี่เมืองใหม่ (SD2751),68 18 ตำบล คลองสี่ อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0183479,100.6878207,3.9,64,ไม่สามารถระบุได้,,1,1.83,ChIJDaqo9V5_HTERSOg9BRhBxsM
Café amazon สาขา PTT Station ปตท.รังสิต-นครนายก คลอง 5,198 1 ถนนรังสิต - นครนายก ตำบล รังสิต อำเภอธัญบุรี ปทุมธานี 12110 ประเทศไทย,14.0157523,100.7223218,4.2,137,ไม่สามารถระบุได้,นักช้อป,0,2.43,ChIJTdxnTYx4HTERfcBS4DdwC7Q
คาเฟ่อเมซอน มหาวิทยาลัยเทคโนโยีราชมงคล ประตู3,ม.เทคโนโลยีราชมงคลธัญบุรี 39 หมู่1 คลองหก ตำบล คลองหก อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0356294,100.7317959,4.5,37,ไม่สามารถระบุได้,,2,1.16,ChIJK6diE-Z5HTERfFyfdamQLcs
คาเฟ่ อเมซอน สาขาอุทยานวิทยาศาสตร์ประเทศไทย,3JH3+9FM ถนนพหลโ ยธิน ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0784613,100.6036624,5.0,1,ไม่สามารถระบุได้,,9,0.28,ChIJMQrnCgB_4jARXvenGNo-J5A
Café Amazon เทพกุญชร35,ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.1118544,100.6202078,4.7,6,ไม่สามารถระบุได้,,5,0.34,ChIJ7xAak9-BHTERB4tUUC458x8
อเมซอน คลองหลวงเมืองใหม่ 🌳🦜,3J8M+QMP ตำบล คลองสอง อำเภอคลองหลวง ปทุมธานี 12120 ประเทศไทย,14.0669738,100.6342104,3.7,3,ไม่สามารถระบุได้,,4,0.98,ChIJ2YFEQQCBHTERyODBM1h5gRo
Café Amazon สาขา สน.ปตท. สาขา ปทุมธานี - รังสิต ( คลอง 7 ),ถนนรังสิต - นครนายก ตำบล คลองใหญ่ อำเภอองครักษ์ ปทุมธานี 12110 ประเทศไทย,14.0857053,100.9184799,3.3,3,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.09,ChIJq6qqql6dHTERCKJi3TsKzzM
Café Amazon มศว.องครักษ์(คณะวิศวะกรรมศาสตร์),คณะวิศวะ 63หมู่7 ถนนรังสิต - นครนายก ตำบล คลองใหญ่ อำเภอองครักษ์ นครนายก 26120 ประเทศไทย,14.0994316,100.9533932,5.0,2,ไม่สามารถระบุได้,,1,0.21,ChIJAYCHfOWfHTERHePRU6olnW0
คาเฟ่อเมซอน เลียบคลองสิบ อำเภอหนองเสือ,80 ตำบล บึงบา อำเภอ หนองเสือ ปทุมธานี 12170 ประเทศไทย,14.1380533,100.8240055,4.7,15,ไม่สามารถระบุได้,,0,8.94,ChIJv7n8RfqbHTERQ56Ys5evoJk
Café Amazon ตลาดต้นไม้ไก่คู่,62 3WM5+3GW 5 ถนนรังสิต - นครนายก ตำบล บึงน้ำรักษ์ อำเภอธัญบุรี ปทุมธานี 12110 ประเทศไทย,14.0827361,100.9088132,4.6,19,ไม่สามารถระบุได้,,1,1.09,ChIJuc5ocACfHTERtsXjzJE5_J8
คาเฟ่ อเมซอน สาขา ปตท. รังสิต-นครนายก คลอง 12,3VCH+374 ตำบล บึงน้ำรักษ์ อำเภอธัญบุรี ปทุมธานี 12110 ประเทศไทย,14.0701356,100.8781992,4.4,7,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,3.59,ChIJKZu9WtOdHTERcxT-0Axv55I
คาเฟ่อเมซอน at รังสิต-นครนายก,4410 ถนนรังสิต - นครนายก ตำบล คลองใหญ่ อำเภอองครักษ์ นครนายก 26120 ประเทศไทย,14.098505,100.9517565,4.5,21,ไม่สามารถระบุได้,,1,0.2,ChIJy_DTWhGfHTERGEYS74DPug4
Café Amazon สาขาวัดประสิทธิเวช,"Unnamed Road, ตำบล บางปลากด อำเภอองครักษ์ นครนายก 26120 ประเทศไทย",14.1678619,100.9349517,4.6,72,ไม่สามารถระบุได้,,0,7.83,ChIJmWlQXNKZHTER6agLs8ZnO_I
คาเฟ่ อเมซอน (ศูนย์การแพทย์ ฯ),Unnamed Road 4X5P+PJH ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120 ประเทศไทย,14.109309,100.9866162,4.3,99,ไม่สามารถระบุได้,,2,0.79,ChIJOQZ819-hHTERmiPRZt8X1tE
Café Amazon,"4259+XJH, 168, ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120 ประเทศไทย",14.1099376,101.0191076,5.0,3,ไม่สามารถระบุได้,,0,3.05,ChIJYVA9N_mhHTERjmSy_96u840
Café Amazon,"329 หมู่ที่2 นครนายก-รังสิต ต.องครักษ์ อ.องครักษ์, ตำบล คลองใหญ่ อำเภอองครักษ์ นครนายก 26120 ประเทศไทย",14.1234605,100.994475,4.0,123,ไม่สามารถระบุได้,,1,1.78,ChIJVWLKU_ahHTERhSvgJsBjKew
Café Amazon สาขา บจก.ปรีชาทรัพย์ เซอร์วิส,"99 หมู่ที่ 10 ถนนรังสิต-นครนายก ต.บางอ้อ อ.บ้านนา, ตำบลบางอ้อ อำเภอบ้านนา นครนายก 26110 ประเทศไทย",14.1909596,101.0483442,3.9,168,ไม่สามารถระบุได้,,0,8.46,ChIJ507_UhWjHTERJIr-aNAbWgQ
Cafe'Amazon วิศวมศว,หอประชุมใหญ่คณะวิศวกรรมศาสตร์ ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120 ประเทศไทย,14.103277,100.9826688,0.0,0,ไม่สามารถระบุได้,นักช้อป,1,0.79,ChIJtXGDfAChHTER2BMA7RPcRew
Cafe Amazon สาขา ย่านตลาดเมืองนครนายก,4/375 ถนนพานิชย์เจริญ ต อ ตำบล นครนายก อำเภอเมืองนครนายก นครนายก 26000 ประเทศไทย,14.1981033,101.2170075,5.0,2,ไม่สามารถระบุได้,,2,1.08,ChIJ3Yx-YQCvHTERInGjq1cVeMM
Café Amazon,6633+FGF เจริญกิจภัณฑ์ ตำบล ท่าช้าง อำเภอเมืองนครนายก นครนายก 26000 ประเทศไทย,14.2036896,101.2037949,4.2,106,ไม่สามารถระบุได้,,3,1.55,ChIJ56_sXdSvHTER-AISwS_bnTk
คาเฟ่ อเมซอน สาขา DD213,3/3 หมู่ที่ 15 ถ. สุวรรณศร ตำบล บ้านพระ อำเภอเมืองปราจีนบุรี ปราจีนบุรี 25230 ประเทศไทย,14.1342634,101.3775042,4.1,111,ไม่สามารถระบุได้,,0,7.38,ChIJV5Eejw1THDERiRoFGtHfIqg
คาเฟ่ อเมซอน,ปั๊มสมานจิตร (ปตท ถนน ราษฎรดำริ ตำบล หน้าเมือง อำเภอเมืองปราจีนบุรี ปราจีนบุรี 25000 ประเทศไทย,14.064842,101.3727796,4.0,74,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,2,0.73,ChIJs5_sN-JUHDERjqi3x5seJzo
Café Amazon ตลาดท่าแดง,259 ตำบล เกาะหวาย อำเภอปากพลี นครนายก 26130 ประเทศไทย,14.1666782,101.2627962,4.8,9,ไม่สามารถระบุได้,นักช้อป,0,4.8,ChIJ03ayUwCtHTER-efwQipzK3w
คาเฟ่ อเมซอน,"111, 3 ถ. สุวรรณศร ต.โคกไม้ลาย, อ.เมือง, ปราจีนบุรี 25230 ประเทศไทย",14.1499393,101.3064516,4.0,108,ไม่สามารถระบุได้,นักช้อป,0,5.06,ChIJwQqAc_usHTERZMxJAoBQ36E
ร้านกาแฟคาเฟ่อเมซอน,โลตัส ไฮเปอร์มาเก็ต นครนายก(5125) ตำบล บ้านใหญ่ อำเภอเมืองนครนายก นครนายก 26000 ประเทศไทย,14.2075064,101.2177505,3.0,1,ไม่สามารถระบุได้,นักช้อป,2,1.04,ChIJNRe4oNOxHTERRFQjJugeDAY
Café Amazon สาขา หจก.ส.พงษ์ชัยปิโตรเลียม,"195/10 ม.10 ต.ดงขี้เหล็ก อ.เมืองปราจีนบุรี ปราจีนบุรี, ตำบล ดงขี้เหล็ก อำเภอเมืองปราจีนบุรี ปราจีนบุรี 25000 ประเทศไทย",14.1315701,101.445767,4.4,31,ไม่สามารถระบุได้,,0,7.37,ChIJnRDRBWVRHDER9cIqStljuAA
Café Amazon,"379/561, Cafe Amazon NongKi, ตำบลหนองกี่ อำเภอกบินทร์บุรี ปราจีนบุรี 25110 ประเทศไทย",14.0661965,101.8064417,3.8,8,ไม่สามารถระบุได้,,1,1.43,ChIJmxFDKedjHDERBL-HuaHDqE0
Café Amazon สาขา KIZ,3RF8+GV3 ตำบลหนองกี่ อำเภอกบินทร์บุรี ปราจีนบุรี 25110 ประเทศไทย,14.0737721,101.8171756,4.2,48,ไม่สามารถระบุได้,,1,1.43,ChIJ48K0ou1jHDERMzNqalCQdkU
Café Amazon,636P+8FX ตำบล ท่าเสา อำเภอไทรโยค กาญจนบุรี 71150 ประเทศไทย,14.2108602,99.0862274,4.1,84,ไม่สามารถระบุได้,,0,16.57,ChIJRZ6jwvZ75DARBuk1fX6TyXg
Café Amazon ช่องสะเดา,66CQ+MQ2 ตำบล ช่องสะเดา อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190 ประเทศไทย,14.2216377,99.23937989999999,4.2,36,ไม่สามารถระบุได้,,0,16.57,ChIJd41xcwCH4zARluJGFtEqYkE
อเมซอนบ่อพลอย,8G98+G3X ตำบล บ่อพลอย อำเภอบ่อพลอย กาญจนบุรี 71160 ประเทศไทย,14.3188617,99.5152323,4.7,7,ไม่สามารถระบุได้,,0,14.04,ChIJGXHi_4qX4zAR8T4jJLTW4wk
Café Amazon ห้วยกระเจา,55 1 Highway 3342 Road ตำบล ห้วยกระเจา อำเภอ ห้วยกระเจา กาญจนบุรี 71170 ประเทศไทย,14.3294506,99.6584721,4.3,18,ไม่สามารถระบุได้,,0,15.5,ChIJBQXcIFC74zARxZUFM3voSfA
คาเฟ่ อเมซอน,"473 หมู่ที่ 3 มาลัยแมน สระยายโสม อู่ทอง สุพรรณบุรี, ตำบล สระยายโสม อำเภออู่ทอง สุพรรณบุรี 72220 ประเทศไทย",14.2766741,99.89786319999999,4.4,27,ไม่สามารถระบุได้,,0,7.6,ChIJud6ija2y4zARxm7-wy_eLtY
Cafe Amazon ปตท.ตลาดเขต,6RX6+6J5 324 ตำบล รางหวาย อำเภอ พนมทวน กาญจนบุรี 71170 ประเทศไทย,14.2480052,99.81162259999999,4.3,82,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,9.83,ChIJYcDn1h6v4zARTn2Kr7ltE_0
Café Amazon,"115/1 หมู่ที่ 6 ถนนมาลัยแมน ต.จรเข้สามพัน อ.อู่ทอง, ตำบล จรเข้สามพัน อำเภออู่ทอง สุพรรณบุรี 72160 ประเทศไทย",14.3380937,99.8664366,4.2,93,ไม่สามารถระบุได้,นักช้อป,1,1.36,ChIJR0W-5HKz4zARi904sDDZs_g
Café Amazon รพ.อู่ทอง,220 หมู่15 ถ. มาลัยแมน ตำบล จรเข้สามพัน อำเภออู่ทอง สุพรรณบุรี 72160 ประเทศไทย,14.3488384,99.87246569999999,3.7,6,ไม่สามารถระบุได้,ผู้ป่วย/บุคลากรทางการแพทย์,1,1.35,ChIJm7mw8_Wz4zARrNQinlLdIhM
Café Amazon บางลี่,"113 ถ.บางลี่-หนองวัลย์เปรียง, ตำบล สองพี่น้อง อำเภอสองพี่น้อง สุพรรณบุรี 72110 ประเทศไทย",14.2268117,100.0302371,5.0,7,ไม่สามารถระบุได้,,0,3.82,ChIJfSjaYshR4jAR0aRtBEeaws0
Café AMAZON บางพลับ สองพี่น้อง,68 ม2 ตำบล บางพลับ อำเภอสองพี่น้อง สุพรรณบุรี 72110 ประเทศไทย,14.254005,100.0520822,4.2,78,ไม่สามารถระบุได้,,0,3.82,ChIJH0RlNu9R4jAR4QjpQISB8I8
คาเฟ่ อเมซอน,"83/49 หมู่ที่ 1 ตลิ่งชัน-สุพรรณบุรี ต.สาลี อ.บางปลาม้า, ตำบล สาลี อำเภอบางปลาม้า สุพรรณบุรี 72150 ประเทศไทย",14.3130732,100.2260146,4.2,48,ไม่สามารถระบุได้,นักช้อป,0,11.0,ChIJGSEhZU9C4jAReEwX6bgcNLE
Café Amazon,"93 ถ.สุวรรณวัฒนา, ก ตำบล เสนา อำเภอเสนา จังหวัดพระนครศรีอยุธยา 13110 ประเทศไทย",14.3264948,100.4039753,4.6,44,ไม่สามารถระบุได้,นักช้อป,1,1.79,ChIJV1NYvw9v4jARc6pwXJ_szNA
Café Amazon สาขา หน้าโรงพยาบาลเสนา,18/25 - 18/26 ตำบล เจ้าเจ็ด อำเภอเสนา จังหวัดพระนครศรีอยุธยา 13110 ประเทศไทย,14.3217244,100.3881311,5.0,2,ไม่สามารถระบุได้,ผู้ป่วย/บุคลากรทางการแพทย์,1,1.79,ChIJ2wys7T9v4jARSLXVTwE9w-Q
Café Amazon DD1194 ปั๊ม ปตท.บางนมโค-เสนา,8CCH+55H ตำบล บางนมโค อำเภอเสนา จังหวัดพระนครศรีอยุธยา 13110 ประเทศไทย,14.320446,100.4279841,4.5,31,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,2.68,ChIJ52WWhhBu4jARcu-Ol4_ewms
Cafe Amazon คาเฟ่ อเมซอน ปตท.โรจนะ-อุทัย,8MQ5+JHM ทางหลวงแผ่นดินหมายเลข. 3056 ตำบล คานหาม อำเภออุทัย จังหวัดพระนครศรีอยุธยา 13210 ประเทศไทย,14.3390879,100.6589129,4.3,174,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,2.58,ChIJE9cGfzGKHTERG8b4YK3bl5Q
คาเฟ่ อเมซอน สาขา ณ อโยธยา,41 ตําบล ประตูชัย 6 ถ. โรจนะ ตำบล ประตูชัย อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.3512907,100.5694808,4.5,274,ไม่สามารถระบุได้,นักช้อป,5,0.67,ChIJIyH22gV14jAR1pPyQcS4xLo
Café Amazon คาเฟ่ อเมซอน ปตท.นิคมอุตสหกรรมโรจนะ,8JCM+JP7 ตำบล คานหาม อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13210 ประเทศไทย,14.3215456,100.6342929,4.5,65,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.33,ChIJdw5TecyJHTER3-6TbF6vwXo
Café Amazon(DD4046) คาเฟ่ อเมซอน ปตท.เอเชียบ้านกรด สยามอโยธยา,8JC7+XX6 ซอยโอสถสภา ตำบล บ้านกรด อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.3224242,100.614883,4.5,304,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,2,1.02,ChIJz5qwqKV34jARmgrxjK6bw5I
